id,date,wilaya,canal,texte_reclamation,categorie,sentiment,urgence,status,suggested_action
120403,11/2/2024,Tizi Ouzou,Centre d'appel,"Client signale montant facturé incorrectement, demande régularisation.",Coupure de ligne,Neutre,Moyenne,Résolu,Vérifier décodeur
120404,29/3/2024,Tizi Ouzou,Centre d'appel,Demande d'assistance: modem ne se synchronise pas.,Installation,Négatif,Basse,Résolu,Redémarrage du modem
120405,15/5/2025,Chlef,Site web,Réclamation: modem ne se synchronise pas.,Internet lent,Négatif,Basse,En cours,Fournir procédure pas-à -pas
120406,1/4/2025,Sétif,Centre d'appel,Demande d'assistance: installation non réalisée dans les délais.,Internet lent,Neutre,Basse,Nouveau,Vérification facturation
120407,23/1/2025,Chlef,Centre d'appel,Client signale débit très faible en soirée.,Coupure de ligne,Négatif,Basse,Escaladé,Vérifier décodeur
120408,14/1/2025,Relizane,Centre d'appel,Réclamation: image figée sur certaines chaines.,Assistance,Négatif,Moyenne,Nouveau,Vérification facturation
120409,15/4/2024,Relizane,Email,Abonné rapporte débit très faible en soirée.,Facturation,Neutre,Basse,En cours,Planifier rendez-vous
120410,8/7/2025,Relizane,Centre d'appel,Client signale erreur d'authentification lors de la connexion.,Coupure de ligne,Négatif,Basse,Résolu,Envoi technicien
120411,1/6/2024,Ouargla,Email,Demande d'assistance: modem ne se synchronise pas.,Facturation,Négatif,Moyenne,Résolu,Planifier rendez-vous
120412,10/6/2025,Sétif,Centre d'appel,Réclamation: installation non réalisée dans les délais.,Facturation,Négatif,Basse,En cours,Vérifier contrat
120413,1/3/2024,Tiaret,Agence commerciale,Client signale installation non réalisée dans les délais.,Internet lent,Négatif,élevée,Résolu,Redémarrage du modem
120414,25/8/2024,Mostaganem,Centre d'appel,Client signale coupure de service depuis ce matin.,Assistance,Positif,Moyenne,En cours,Envoi technicien
120415,29/3/2024,Batna,Site web,Abonné rapporte demande d'information sur l'offre et le contrat.,Coupure de ligne,Négatif,Moyenne,Nouveau,Envoi technicien
120416,30/1/2024,Sidi Bel Abbès,Centre d'appel,Réclamation: coupure de service depuis ce matin.,Assistance,Neutre,Basse,En cours,Vérification facturation
120417,4/8/2024,Médéa,Centre d'appel,"Demande d'assistance: problème lors de la résiliation, facturation continue.",Facturation,Négatif,Moyenne,Clôturé,Fournir procédure pas-à -pas
120418,30/1/2024,Tizi Ouzou,Centre d'appel,Demande d'assistance: débit très faible en soirée.,Coupure de ligne,Négatif,Basse,Nouveau,Redémarrage du modem
120419,3/3/2025,Médéa,Application mobile,Demande d'assistance: débit très faible en soirée.,Coupure de ligne,Négatif,Basse,Résolu,Vérification facturation
120420,20/7/2024,Tizi Ouzou,Centre d'appel,"Réclamation: problème lors de la résiliation, facturation continue.",Installation,Négatif,Basse,Résolu,Redémarrage du modem
120421,10/8/2025,Sétif,Centre d'appel,Incident: modem ne se synchronise pas.,Internet lent,Négatif,Moyenne,Nouveau,Vérification facturation
120422,20/7/2025,Tlemcen,Centre d'appel,Réclamation: bruit important sur la ligne téléphonique.,Facturation,Négatif,Critique,Résolu,Vérification facturation
120423,22/11/2024,Tizi Ouzou,Agence commerciale,Demande d'assistance: débit très faible en soirée.,Télévision,Négatif,Basse,En cours,Envoi technicien
120424,16/8/2025,Tizi Ouzou,Application mobile,"Demande d'assistance: problème lors de la résiliation, facturation continue.",Télévision,Négatif,Basse,Résolu,Vérifier contrat
120425,28/3/2024,Mostaganem,Agence commerciale,Demande d'assistance: débit très faible en soirée.,Internet lent,Négatif,élevée,Nouveau,Vérification facturation
120426,20/8/2025,Chlef,Application mobile,Incident: bruit important sur la ligne téléphonique.,Coupure de ligne,Négatif,Moyenne,En cours,Vérifier contrat
120427,7/12/2024,Skikda,Centre d'appel,Demande d'assistance: débit très faible en soirée.,Coupure de ligne,Négatif,Moyenne,Résolu,Vérification facturation
120428,3/2/2024,Boumerdès,Agence commerciale,"Abonné rapporte problème lors de la résiliation, facturation continue.",Configuration,Neutre,Basse,Résolu,Envoi technicien
120429,4/3/2025,Tizi Ouzou,Centre d'appel,Abonné rapporte modem ne se synchronise pas.,Coupure de ligne,Neutre,Basse,En cours,Redémarrage du modem
120430,4/8/2025,Chlef,Site web,Demande d'assistance: bruit important sur la ligne téléphonique.,Résiliation,Négatif,Basse,En cours,Redémarrage du modem
120431,11/4/2025,Constantine,Centre d'appel,Abonné rapporte erreur d'authentification lors de la connexion.,Coupure de ligne,Négatif,élevée,Nouveau,Vérifier décodeur
120432,28/6/2024,El Oued,Email,Incident: débit très faible en soirée.,Facturation,Négatif,Basse,En cours,Redémarrage du modem
120433,11/4/2025,Chlef,Agence commerciale,Demande d'assistance: demande d'information sur l'offre et le contrat.,Coupure de ligne,Négatif,Basse,Clôturé,Vérifier contrat
120434,9/10/2025,Relizane,Site web,Client signale erreur d'authentification lors de la connexion.,Facturation,Négatif,Moyenne,Résolu,Vérification facturation
120435,9/5/2025,Saïda,Centre d'appel,"Incident: problème lors de la résiliation, facturation continue.",Coupure de ligne,Neutre,Moyenne,En cours,Vérifier décodeur
120436,29/8/2024,Sétif,Agence commerciale,"Demande d'assistance: montant facturé incorrectement, demande régularisation.",Coupure de ligne,Négatif,Basse,En cours,Ouverture dossier
120437,23/7/2024,Boumerdès,Centre d'appel,Incident: installation non réalisée dans les délais.,Coupure de ligne,Neutre,Basse,Résolu,Ouverture dossier
120438,28/5/2025,Boumerdès,Centre d'appel,Client signale demande d'information sur l'offre et le contrat.,Installation,Négatif,Basse,Clôturé,Vérifier contrat
120439,11/7/2024,Alger,Application mobile,"Demande d'assistance: montant facturé incorrectement, demande régularisation.",Problème matériel,Neutre,Moyenne,En cours,Redémarrage du modem
120440,24/2/2025,Annaba,Agence commerciale,Réclamation: image figée sur certaines chaines.,Facturation,Négatif,Basse,En cours,Redémarrage du modem
120441,1/9/2025,Adrar,Centre d'appel,Réclamation: modem ne se synchronise pas.,Résiliation,Neutre,Critique,Résolu,Redémarrage du modem
120442,9/10/2024,Sidi Bel Abbès,Agence commerciale,"Client signale montant facturé incorrectement, demande régularisation.",Internet lent,Négatif,élevée,En cours,Vérification facturation
120443,27/8/2025,Mostaganem,Centre d'appel,Demande d'assistance: image figée sur certaines chaines.,Coupure de ligne,Négatif,Basse,En cours,Redémarrage du modem
120444,5/7/2024,Saïda,Application mobile,Réclamation: installation non réalisée dans les délais.,Coupure de ligne,Négatif,Basse,Résolu,Envoi technicien
120445,29/4/2025,Mostaganem,Centre d'appel,Incident: erreur d'authentification lors de la connexion.,Coupure de ligne,Négatif,Moyenne,En cours,Envoi technicien
120446,8/5/2025,Laghouat,Centre d'appel,Demande d'assistance: débit très faible en soirée.,Coupure de ligne,Positif,Basse,En cours,Envoi technicien
120447,20/2/2025,Jijel,Site web,"Demande d'assistance: montant facturé incorrectement, demande régularisation.",Coupure de ligne,Positif,Basse,En cours,Fournir procédure pas-à -pas
120448,11/10/2024,El Oued,Centre d'appel,"Demande d'assistance: montant facturé incorrectement, demande régularisation.",Télévision,Positif,élevée,Résolu,Planifier rendez-vous
120449,29/6/2024,Oran,Agence commerciale,Incident: demande d'information sur l'offre et le contrat.,Assistance,Positif,Basse,En cours,Fournir procédure pas-à -pas
120450,24/1/2024,Msila,Agence commerciale,Abonné rapporte installation non réalisée dans les délais.,Installation,Neutre,Moyenne,En cours,Envoi technicien
120451,16/6/2025,Saïda,Site web,"Demande d'assistance: montant facturé incorrectement, demande régularisation.",Coupure de ligne,Neutre,Critique,Résolu,Planifier rendez-vous
120452,21/1/2024,Skikda,Centre d'appel,Client signale image figée sur certaines chaines.,Facturation,Négatif,Moyenne,Résolu,Vérifier décodeur
120453,28/4/2024,Chlef,Centre d'appel,Incident: erreur d'authentification lors de la connexion.,Coupure de ligne,Négatif,Moyenne,En cours,Planifier rendez-vous
120454,19/5/2024,Constantine,Site web,Abonné rapporte coupure de service depuis ce matin.,Coupure de ligne,Négatif,Basse,Nouveau,Planifier rendez-vous
120455,15/2/2024,Tizi Ouzou,Agence commerciale,"Réclamation: montant facturé incorrectement, demande régularisation.",Internet lent,Neutre,Moyenne,Résolu,Ouverture dossier
120456,29/4/2025,Sidi Bel Abbès,Site web,Client signale modem ne se synchronise pas.,Coupure de ligne,Négatif,Basse,Nouveau,Ouverture dossier
120457,18/12/2024,Jijel,Email,Réclamation: installation non réalisée dans les délais.,Internet lent,Négatif,élevée,Escaladé,Vérifier décodeur
120458,15/1/2024,Relizane,Centre d'appel,Incident: demande d'information sur l'offre et le contrat.,Coupure de ligne,Positif,élevée,Nouveau,Planifier rendez-vous
120459,15/12/2024,Saïda,Application mobile,"Client signale montant facturé incorrectement, demande régularisation.",Installation,Positif,Moyenne,Résolu,Envoi technicien
120460,7/8/2025,Béjaïa,Agence commerciale,Réclamation: coupure de service depuis ce matin.,Installation,Positif,élevée,Nouveau,Planifier rendez-vous
120461,21/11/2024,Chlef,Centre d'appel,"Client signale problème lors de la résiliation, facturation continue.",Internet lent,Négatif,Moyenne,Résolu,Vérification facturation
120462,23/1/2025,Tizi Ouzou,Centre d'appel,Réclamation: bruit important sur la ligne téléphonique.,Internet lent,Négatif,Moyenne,Résolu,Vérifier contrat
120463,8/6/2024,Biskra,Email,Incident: coupure de service depuis ce matin.,Configuration,Négatif,Moyenne,Clôturé,Ouverture dossier
120464,16/6/2025,Médéa,Agence commerciale,Réclamation: coupure de service depuis ce matin.,Installation,Négatif,Basse,Nouveau,Ouverture dossier
120465,23/2/2025,Jijel,Centre d'appel,Abonné rapporte débit très faible en soirée.,Facturation,Neutre,Basse,Résolu,Vérifier contrat
120466,28/10/2024,Alger,Agence commerciale,Client signale bruit important sur la ligne téléphonique.,Internet lent,Neutre,Basse,Résolu,Redémarrage du modem
120467,2/8/2024,Tlemcen,Email,Client signale bruit important sur la ligne téléphonique.,Installation,Négatif,Moyenne,Escaladé,Vérifier décodeur
120468,21/6/2024,Batna,Agence commerciale,Incident: demande d'information sur l'offre et le contrat.,Coupure de ligne,Négatif,Basse,Nouveau,Vérifier décodeur
120469,29/4/2025,Sétif,Centre d'appel,Demande d'assistance: bruit important sur la ligne téléphonique.,Télévision,Négatif,Moyenne,Escaladé,Envoi technicien
120470,16/8/2024,Saïda,Agence commerciale,Demande d'assistance: modem ne se synchronise pas.,Installation,Négatif,Moyenne,En cours,Fournir procédure pas-à -pas
120471,13/6/2024,Tlemcen,Site web,Réclamation: débit très faible en soirée.,Configuration,Neutre,Moyenne,En cours,Vérification facturation
120472,11/12/2024,Jijel,Centre d'appel,Demande d'assistance: installation non réalisée dans les délais.,Installation,Négatif,Basse,En cours,Redémarrage du modem
120473,22/6/2025,Boumerdès,Centre d'appel,Réclamation: installation non réalisée dans les délais.,Problème matériel,Négatif,Basse,Résolu,Vérification facturation
120474,3/7/2024,Tiaret,Email,Incident: installation non réalisée dans les délais.,Coupure de ligne,Neutre,Moyenne,En cours,Ouverture dossier
120475,11/9/2024,Biskra,Application mobile,"Incident: montant facturé incorrectement, demande régularisation.",Internet lent,Négatif,Basse,Résolu,Planifier rendez-vous
120476,4/1/2024,Adrar,Email,Incident: bruit important sur la ligne téléphonique.,Télévision,Négatif,élevée,Résolu,Envoi technicien
120477,8/7/2024,Oran,Site web,Abonné rapporte modem ne se synchronise pas.,Internet lent,Négatif,Moyenne,Résolu,Vérification facturation
120478,11/4/2025,Boumerdès,Centre d'appel,"Incident: montant facturé incorrectement, demande régularisation.",Problème matériel,Négatif,Basse,En cours,Vérifier contrat
120479,2/9/2024,El Oued,Centre d'appel,Abonné rapporte erreur d'authentification lors de la connexion.,Coupure de ligne,Négatif,Moyenne,Nouveau,Envoi technicien
120480,25/1/2025,Annaba,Centre d'appel,"Abonné rapporte problème lors de la résiliation, facturation continue.",Autre,Négatif,Basse,En cours,Vérifier décodeur
120481,24/9/2025,Béjaïa,Application mobile,Client signale demande d'information sur l'offre et le contrat.,Coupure de ligne,Négatif,Basse,En cours,Envoi technicien
120482,10/7/2024,Jijel,Site web,Incident: coupure de service depuis ce matin.,Télévision,Neutre,élevée,Résolu,Vérifier décodeur
120483,9/4/2024,Laghouat,Agence commerciale,Client signale image figée sur certaines chaines.,Facturation,Négatif,Critique,Résolu,Vérifier décodeur
120484,3/7/2025,Constantine,Email,Réclamation: erreur d'authentification lors de la connexion.,Coupure de ligne,Négatif,élevée,Nouveau,Fournir procédure pas-à -pas
120485,14/1/2024,Chlef,Centre d'appel,"Incident: problème lors de la résiliation, facturation continue.",Coupure de ligne,Neutre,Basse,Nouveau,Planifier rendez-vous
120486,13/1/2024,Constantine,Agence commerciale,Demande d'assistance: débit très faible en soirée.,Résiliation,Positif,élevée,En cours,Envoi technicien
120487,18/5/2025,Adrar,Agence commerciale,Demande d'assistance: modem ne se synchronise pas.,Télévision,Négatif,Basse,Résolu,Vérifier décodeur
120488,24/1/2024,Skikda,Centre d'appel,Demande d'assistance: installation non réalisée dans les délais.,Assistance,Neutre,Moyenne,Clôturé,Envoi technicien
120489,29/11/2024,Béjaïa,Site web,Incident: image figée sur certaines chaines.,Coupure de ligne,Négatif,Basse,En cours,Envoi technicien
120490,27/8/2025,Alger,Centre d'appel,"Client signale problème lors de la résiliation, facturation continue.",Installation,Négatif,Basse,Résolu,Vérifier contrat
120491,3/1/2025,Alger,Application mobile,"Abonné rapporte montant facturé incorrectement, demande régularisation.",Problème matériel,Négatif,Moyenne,En cours,Envoi technicien
120492,23/8/2025,Tizi Ouzou,Site web,Demande d'assistance: bruit important sur la ligne téléphonique.,Assistance,Neutre,Basse,Nouveau,Ouverture dossier
120493,3/1/2025,Médéa,Application mobile,"Demande d'assistance: problème lors de la résiliation, facturation continue.",Internet lent,Neutre,Moyenne,Escaladé,Vérifier décodeur
120494,4/11/2024,Tiaret,Application mobile,Incident: erreur d'authentification lors de la connexion.,Internet lent,Négatif,élevée,Escaladé,Vérifier contrat
120495,3/11/2024,Oran,Centre d'appel,Demande d'assistance: erreur d'authentification lors de la connexion.,Configuration,Neutre,Basse,Nouveau,Vérifier contrat
120496,16/10/2025,Saïda,Application mobile,Incident: bruit important sur la ligne téléphonique.,Problème matériel,Négatif,Critique,Résolu,Vérifier contrat
120497,21/4/2024,El Oued,Site web,Demande d'assistance: coupure de service depuis ce matin.,Facturation,Positif,Critique,En cours,Envoi technicien
120498,21/4/2024,Constantine,Agence commerciale,Incident: erreur d'authentification lors de la connexion.,Configuration,Négatif,élevée,En cours,Fournir procédure pas-à -pas
120499,27/4/2024,Biskra,Site web,"Incident: problème lors de la résiliation, facturation continue.",Coupure de ligne,Neutre,Basse,Nouveau,Ouverture dossier
120500,8/4/2024,Oran,Centre d'appel,Réclamation: installation non réalisée dans les délais.,Internet lent,Négatif,Moyenne,En cours,Vérifier décodeur
120501,9/1/2025,Batna,Centre d'appel,Réclamation: modem ne se synchronise pas.,Coupure de ligne,Négatif,Basse,Résolu,Ouverture dossier
120502,9/5/2024,Alger,Email,Incident: installation non réalisée dans les délais.,Installation,Négatif,Basse,Résolu,Ouverture dossier
120503,9/2/2025,Constantine,Centre d'appel,"Incident: problème lors de la résiliation, facturation continue.",Assistance,Négatif,Basse,En cours,Planifier rendez-vous
120504,30/12/2024,Alger,Agence commerciale,Client signale coupure de service depuis ce matin.,Coupure de ligne,Négatif,Basse,Résolu,Vérifier décodeur
120505,21/6/2024,Alger,Centre d'appel,Demande d'assistance: coupure de service depuis ce matin.,Coupure de ligne,Négatif,Moyenne,En cours,Vérifier contrat
120506,7/9/2024,Sétif,Site web,Client signale image figée sur certaines chaines.,Facturation,Négatif,Basse,Clôturé,Vérifier décodeur
120507,1/1/2024,Béjaïa,Site web,Abonné rapporte bruit important sur la ligne téléphonique.,Télévision,Négatif,Basse,En cours,Envoi technicien
120508,10/9/2025,Boumerdès,Agence commerciale,Demande d'assistance: débit très faible en soirée.,Installation,Neutre,élevée,En cours,Fournir procédure pas-à -pas
120509,19/12/2024,Ouargla,Application mobile,Incident: erreur d'authentification lors de la connexion.,Installation,Positif,Basse,En cours,Vérification facturation
120510,14/2/2024,Relizane,Application mobile,Abonné rapporte débit très faible en soirée.,Coupure de ligne,Positif,Moyenne,En cours,Envoi technicien
120511,26/9/2024,Béjaïa,Agence commerciale,Abonné rapporte erreur d'authentification lors de la connexion.,Installation,Neutre,élevée,Résolu,Planifier rendez-vous
120512,24/4/2024,Ouargla,Site web,Abonné rapporte image figée sur certaines chaines.,Internet lent,Négatif,Moyenne,En cours,Vérifier décodeur
120513,13/3/2025,Jijel,Email,Abonné rapporte erreur d'authentification lors de la connexion.,Coupure de ligne,Neutre,Moyenne,Nouveau,Envoi technicien
120514,1/11/2024,Ouargla,Email,Client signale erreur d'authentification lors de la connexion.,Internet lent,Positif,Moyenne,Clôturé,Envoi technicien
120515,21/9/2025,Saïda,Site web,Client signale installation non réalisée dans les délais.,Coupure de ligne,Négatif,Moyenne,Nouveau,Vérification facturation
120516,17/4/2024,Boumerdès,Centre d'appel,Abonné rapporte coupure de service depuis ce matin.,Facturation,Neutre,Moyenne,En cours,Planifier rendez-vous
120517,21/6/2025,Batna,Centre d'appel,Incident: demande d'information sur l'offre et le contrat.,Coupure de ligne,Négatif,Moyenne,Résolu,Redémarrage du modem
120518,29/3/2025,Skikda,Centre d'appel,"Client signale montant facturé incorrectement, demande régularisation.",Facturation,Négatif,Moyenne,En cours,Envoi technicien
120519,11/11/2024,Relizane,Centre d'appel,Demande d'assistance: débit très faible en soirée.,Coupure de ligne,Positif,élevée,En cours,Envoi technicien
120520,14/1/2025,Oran,Application mobile,"Réclamation: problème lors de la résiliation, facturation continue.",Télévision,Positif,Basse,Escaladé,Vérification facturation
120521,10/10/2025,Batna,Application mobile,Incident: installation non réalisée dans les délais.,Résiliation,Négatif,Moyenne,Nouveau,Vérification facturation
120522,25/3/2025,Ouargla,Agence commerciale,"Abonné rapporte problème lors de la résiliation, facturation continue.",Facturation,Négatif,Basse,Résolu,Envoi technicien
120523,28/5/2025,Mostaganem,Email,"Réclamation: montant facturé incorrectement, demande régularisation.",Internet lent,Négatif,Critique,Nouveau,Redémarrage du modem
120524,5/6/2025,Blida,Application mobile,Client signale modem ne se synchronise pas.,Internet lent,Négatif,Moyenne,Résolu,Planifier rendez-vous
120525,18/6/2025,Mostaganem,Centre d'appel,Réclamation: bruit important sur la ligne téléphonique.,Internet lent,Neutre,Moyenne,Résolu,Envoi technicien
120526,11/10/2024,Sétif,Agence commerciale,Incident: coupure de service depuis ce matin.,Installation,Positif,Moyenne,En cours,Planifier rendez-vous
120527,11/3/2024,Sétif,Centre d'appel,Réclamation: image figée sur certaines chaines.,Internet lent,Négatif,Moyenne,Nouveau,Envoi technicien
120528,13/4/2025,Sétif,Site web,Abonné rapporte bruit important sur la ligne téléphonique.,Télévision,Neutre,Moyenne,En cours,Vérifier contrat
120529,29/9/2025,Boumerdès,Agence commerciale,"Réclamation: problème lors de la résiliation, facturation continue.",Assistance,Neutre,Basse,Résolu,Vérification facturation
120530,24/5/2025,Batna,Site web,"Client signale problème lors de la résiliation, facturation continue.",Coupure de ligne,Négatif,élevée,En cours,Ouverture dossier
120531,10/1/2024,Blida,Centre d'appel,Abonné rapporte modem ne se synchronise pas.,Télévision,Négatif,Basse,Nouveau,Fournir procédure pas-à -pas
120532,30/6/2025,Laghouat,Centre d'appel,Client signale modem ne se synchronise pas.,Résiliation,Négatif,Basse,En cours,Vérification facturation
120533,12/3/2024,Ghardaïa,Application mobile,"Incident: problème lors de la résiliation, facturation continue.",Résiliation,Négatif,Basse,En cours,Vérifier décodeur
120534,2/8/2024,Alger,Application mobile,Abonné rapporte débit très faible en soirée.,Télévision,Neutre,Moyenne,En cours,Envoi technicien
120535,19/2/2025,Jijel,Centre d'appel,Incident: coupure de service depuis ce matin.,Autre,Négatif,élevée,Résolu,Envoi technicien
120536,8/7/2025,El Oued,Site web,Client signale modem ne se synchronise pas.,Coupure de ligne,Neutre,Basse,Nouveau,Vérifier décodeur
120537,11/11/2024,Saïda,Agence commerciale,"Demande d'assistance: montant facturé incorrectement, demande régularisation.",Internet lent,Positif,Basse,Résolu,Ouverture dossier
120538,12/6/2025,Tlemcen,Agence commerciale,Incident: modem ne se synchronise pas.,Installation,Neutre,Basse,Résolu,Planifier rendez-vous
120539,14/3/2024,Boumerdès,Centre d'appel,Abonné rapporte demande d'information sur l'offre et le contrat.,Internet lent,Négatif,Moyenne,Escaladé,Vérification facturation
120540,12/8/2025,Batna,Application mobile,Abonné rapporte modem ne se synchronise pas.,Coupure de ligne,Négatif,élevée,En cours,Envoi technicien
120541,15/2/2024,El Oued,Site web,Incident: installation non réalisée dans les délais.,Coupure de ligne,Négatif,Basse,Résolu,Fournir procédure pas-à -pas
120542,14/10/2024,Blida,Centre d'appel,Réclamation: demande d'information sur l'offre et le contrat.,Coupure de ligne,Négatif,Basse,Clôturé,Planifier rendez-vous
120543,12/3/2024,Boumerdès,Centre d'appel,Client signale demande d'information sur l'offre et le contrat.,Coupure de ligne,Négatif,Moyenne,En cours,Envoi technicien
120544,2/9/2024,Ghardaïa,Agence commerciale,Demande d'assistance: installation non réalisée dans les délais.,Problème matériel,Positif,Moyenne,Résolu,Envoi technicien
120545,10/1/2024,Mostaganem,Agence commerciale,Abonné rapporte image figée sur certaines chaines.,Facturation,Positif,Basse,Nouveau,Redémarrage du modem
120546,12/3/2024,Laghouat,Centre d'appel,Client signale débit très faible en soirée.,Internet lent,Positif,Moyenne,Résolu,Envoi technicien
120547,18/10/2024,Médéa,Agence commerciale,Abonné rapporte demande d'information sur l'offre et le contrat.,Internet lent,Négatif,élevée,Résolu,Redémarrage du modem
120548,27/11/2024,Adrar,Agence commerciale,"Abonné rapporte problème lors de la résiliation, facturation continue.",Coupure de ligne,Positif,Moyenne,Clôturé,Envoi technicien
120549,15/11/2024,Mostaganem,Site web,Demande d'assistance: demande d'information sur l'offre et le contrat.,Coupure de ligne,Neutre,Basse,En cours,Vérifier décodeur
120550,23/11/2024,Ouargla,Centre d'appel,Client signale demande d'information sur l'offre et le contrat.,Configuration,Neutre,Basse,Résolu,Vérification facturation
120551,15/8/2024,Alger,Application mobile,Incident: débit très faible en soirée.,Résiliation,Négatif,Moyenne,Nouveau,Vérification facturation
120552,16/7/2025,Tlemcen,Site web,Client signale modem ne se synchronise pas.,Télévision,Négatif,Moyenne,Clôturé,Redémarrage du modem
120553,18/10/2024,Jijel,Application mobile,Incident: demande d'information sur l'offre et le contrat.,Coupure de ligne,Négatif,Moyenne,En cours,Envoi technicien
120554,5/10/2025,Alger,Agence commerciale,"Réclamation: problème lors de la résiliation, facturation continue.",Internet lent,Négatif,Moyenne,Résolu,Vérification facturation
120555,20/2/2025,Annaba,Agence commerciale,Demande d'assistance: modem ne se synchronise pas.,Configuration,Négatif,Moyenne,En cours,Redémarrage du modem
120556,1/11/2024,Chlef,Application mobile,"Réclamation: montant facturé incorrectement, demande régularisation.",Facturation,Négatif,Basse,Résolu,Planifier rendez-vous
120557,30/12/2024,Sétif,Application mobile,Abonné rapporte image figée sur certaines chaines.,Assistance,Négatif,Moyenne,Résolu,Redémarrage du modem
120558,19/4/2025,Adrar,Centre d'appel,Client signale débit très faible en soirée.,Facturation,Négatif,Moyenne,Résolu,Redémarrage du modem
120559,2/1/2025,Saïda,Application mobile,Réclamation: bruit important sur la ligne téléphonique.,Résiliation,Négatif,Basse,Résolu,Envoi technicien
120560,8/5/2025,Médéa,Site web,Client signale coupure de service depuis ce matin.,Assistance,Négatif,Moyenne,Nouveau,Vérifier décodeur
120561,6/8/2025,Ghardaïa,Agence commerciale,Réclamation: demande d'information sur l'offre et le contrat.,Internet lent,Neutre,Basse,Nouveau,Envoi technicien
120562,22/9/2024,Alger,Application mobile,Client signale coupure de service depuis ce matin.,Installation,Négatif,Moyenne,Nouveau,Vérifier décodeur
120563,8/11/2024,Blida,Agence commerciale,Client signale installation non réalisée dans les délais.,Installation,Neutre,élevée,Résolu,Vérifier contrat
120564,21/5/2024,Skikda,Centre d'appel,Incident: débit très faible en soirée.,Facturation,Négatif,élevée,Nouveau,Redémarrage du modem
120565,20/6/2025,Jijel,Centre d'appel,Abonné rapporte coupure de service depuis ce matin.,Résiliation,Négatif,élevée,En cours,Redémarrage du modem
120566,10/5/2024,Msila,Agence commerciale,"Client signale montant facturé incorrectement, demande régularisation.",Internet lent,Négatif,Moyenne,Résolu,Planifier rendez-vous
120567,27/5/2024,Oran,Email,Client signale débit très faible en soirée.,Internet lent,Neutre,Basse,En cours,Redémarrage du modem
120568,10/4/2025,Relizane,Centre d'appel,Abonné rapporte image figée sur certaines chaines.,Problème matériel,Neutre,Basse,Nouveau,Redémarrage du modem
120569,10/1/2025,Laghouat,Site web,Réclamation: coupure de service depuis ce matin.,Télévision,Neutre,Moyenne,Nouveau,Vérifier contrat
120570,12/6/2025,Blida,Agence commerciale,Abonné rapporte débit très faible en soirée.,Télévision,Négatif,Critique,En cours,Redémarrage du modem
120571,28/8/2025,Sétif,Centre d'appel,Demande d'assistance: installation non réalisée dans les délais.,Télévision,Négatif,élevée,En cours,Ouverture dossier
120572,16/9/2024,Sétif,Centre d'appel,"Réclamation: problème lors de la résiliation, facturation continue.",Coupure de ligne,Négatif,Moyenne,En cours,Vérifier décodeur
120573,20/2/2025,Mostaganem,Site web,Demande d'assistance: modem ne se synchronise pas.,Internet lent,Positif,Moyenne,Nouveau,Envoi technicien
120574,4/9/2025,Sidi Bel Abbès,Site web,Demande d'assistance: débit très faible en soirée.,Internet lent,Négatif,Moyenne,En cours,Envoi technicien
120575,7/12/2024,Boumerdès,Centre d'appel,Incident: image figée sur certaines chaines.,Problème matériel,Neutre,Moyenne,En cours,Vérifier décodeur
120576,8/10/2024,Batna,Site web,Réclamation: demande d'information sur l'offre et le contrat.,Coupure de ligne,Neutre,élevée,Résolu,Envoi technicien
120577,27/8/2024,El Oued,Email,Abonné rapporte modem ne se synchronise pas.,Facturation,Négatif,Moyenne,En cours,Vérification facturation
120578,23/10/2024,Mostaganem,Application mobile,"Abonné rapporte montant facturé incorrectement, demande régularisation.",Coupure de ligne,Négatif,Moyenne,Nouveau,Vérifier décodeur
120579,18/9/2024,Skikda,Centre d'appel,"Client signale problème lors de la résiliation, facturation continue.",Configuration,Neutre,Basse,Résolu,Planifier rendez-vous
120580,25/2/2024,Médéa,Centre d'appel,Abonné rapporte bruit important sur la ligne téléphonique.,Internet lent,Négatif,Moyenne,Résolu,Planifier rendez-vous
120581,25/8/2024,Relizane,Agence commerciale,Demande d'assistance: bruit important sur la ligne téléphonique.,Problème matériel,Neutre,élevée,En cours,Envoi technicien
120582,30/7/2025,Saïda,Agence commerciale,Abonné rapporte coupure de service depuis ce matin.,Problème matériel,Négatif,Basse,En cours,Envoi technicien
120583,22/6/2025,Adrar,Agence commerciale,Client signale image figée sur certaines chaines.,Internet lent,Négatif,Moyenne,En cours,Vérification facturation
120584,5/8/2024,Alger,Centre d'appel,"Réclamation: problème lors de la résiliation, facturation continue.",Coupure de ligne,Neutre,Moyenne,Clôturé,Envoi technicien
120585,28/9/2024,Annaba,Centre d'appel,Réclamation: coupure de service depuis ce matin.,Internet lent,Négatif,Moyenne,Résolu,Vérifier décodeur
120586,13/7/2025,Saïda,Centre d'appel,"Réclamation: problème lors de la résiliation, facturation continue.",Internet lent,Négatif,Moyenne,Résolu,Vérification facturation
120587,17/10/2024,Sétif,Site web,Abonné rapporte coupure de service depuis ce matin.,Télévision,Négatif,élevée,En cours,Vérification facturation
120588,31/3/2025,Adrar,Site web,Réclamation: coupure de service depuis ce matin.,Internet lent,Neutre,Moyenne,Résolu,Envoi technicien
120589,15/8/2024,Boumerdès,Site web,Réclamation: erreur d'authentification lors de la connexion.,Internet lent,Neutre,Moyenne,En cours,Envoi technicien
