id,date,wilaya,canal,texte_reclamation,categorie,sentiment,urgence,status,suggested_action
130643,11/2/2024,Béjaïa,Centre d'appel,réclamation: débit très faible en soirée.,Coupure de ligne,Négatif,Moyenne,Résolu,Vérification Boitier Extérieur
130644,22/6/2024,Skikda,Site web,"client signale problème lors de la résiliation, facturation continue.",Télévision,Négatif,Critique,Résolu,Escalade Manager & Suivi
130645,20/1/2024,Tizi Ouzou,Site web,incident: modem ne se synchronise pas.,Résiliation,Négatif,Basse,En cours,Traitement Niveau 1
130646,6/3/2025,Béjaïa,Email,incident: image figée sur certaines chaines.,Assistance,Neutre,Critique,Nouveau,Traitement Niveau 1
130647,19/3/2024,Boumerdès,Agence commerciale,demande d'assistance: installation non réalisée dans les délais.,Facturation,Positif,Moyenne,Résolu,Explication Détails Facture
130648,6/2/2024,Jijel,Email,abonné rapporte installation non réalisée dans les délais.,Internet lent,Négatif,Moyenne,Nouveau,Optimisation Wifi à Distance
130649,12/6/2025,Boumerdès,Application mobile,demande d'assistance: erreur d'authentification lors de la connexion.,Installation,Négatif,Basse,Résolu,Confirmation Date RDV
130650,23/2/2025,Ghardaïa,Application mobile,"client signale problème lors de la résiliation, facturation continue.",Problème matériel,Négatif,Basse,Nouveau,Traitement Niveau 1
130651,24/2/2024,Oran,Email,incident: erreur d'authentification lors de la connexion.,Coupure de ligne,Neutre,Basse,Nouveau,Vérification Boitier Extérieur
130652,19/1/2024,Médéa,Email,demande d'assistance: demande d'information sur l'offre et le contrat.,Coupure de ligne,Négatif,Moyenne,Nouveau,Vérification Boitier Extérieur
130653,15/12/2024,Constantine,Centre d'appel,réclamation: erreur d'authentification lors de la connexion.,Internet lent,Négatif,Moyenne,Résolu,Optimisation Wifi à Distance
130654,31/8/2024,El Oued,Agence commerciale,demande d'assistance: demande d'information sur l'offre et le contrat.,Télévision,Neutre,Basse,Nouveau,Reconfiguration Décodeur
130655,4/3/2025,Tizi Ouzou,Application mobile,demande d'assistance: bruit important sur la ligne téléphonique.,Internet lent,Positif,Moyenne,Résolu,Optimisation Wifi à Distance
130656,31/5/2024,Adrar,Site web,incident: demande d'information sur l'offre et le contrat.,Assistance,Positif,Basse,Résolu,Envoi Guide PDF/SMS
130657,26/5/2024,Annaba,Application mobile,abonné rapporte demande d'information sur l'offre et le contrat.,Résiliation,Neutre,Basse,En cours,Traitement Niveau 1
130658,18/2/2024,Ghardaïa,Site web,réclamation: erreur d'authentification lors de la connexion.,Configuration,Négatif,Basse,Résolu,Traitement Niveau 1
130659,12/8/2024,Relizane,Site web,réclamation: erreur d'authentification lors de la connexion.,Coupure de ligne,Négatif,Basse,En cours,Vérification Boitier Extérieur
130660,15/1/2024,Sidi Bel Abbès,Centre d'appel,abonné rapporte débit très faible en soirée.,Installation,Négatif,Moyenne,En cours,Confirmation Date RDV
130661,15/12/2024,Mostaganem,Site web,abonné rapporte demande d'information sur l'offre et le contrat.,Télévision,Négatif,Basse,Nouveau,Stabilisation Bande Passante
130662,8/5/2025,Mostaganem,Centre d'appel,réclamation: débit très faible en soirée.,Installation,Négatif,Basse,Résolu,Remplacement d'Équipement Immédiat
130663,9/8/2024,Tlemcen,Site web,abonné rapporte demande d'information sur l'offre et le contrat.,Configuration,Négatif,Moyenne,Résolu,Traitement Niveau 1
130664,28/7/2025,Tiaret,Email,réclamation: erreur d'authentification lors de la connexion.,Internet lent,Négatif,Moyenne,Résolu,Optimisation Wifi à Distance
130665,30/7/2025,Béjaïa,Centre d'appel,réclamation: bruit important sur la ligne téléphonique.,Résiliation,Négatif,Basse,En cours,Traitement Niveau 1
130666,4/10/2025,Mostaganem,Email,demande d'assistance: installation non réalisée dans les délais.,Facturation,Négatif,Moyenne,Clôturé,Explication Détails Facture
130667,23/2/2025,Mostaganem,Site web,"réclamation: montant facturé incorrectement, demande régularisation.",Coupure de ligne,Neutre,Critique,Résolu,Intervention Technique Prioritaire
130668,9/3/2024,Tizi Ouzou,Agence commerciale,incident: coupure de service depuis ce matin.,Internet lent,Négatif,Basse,Résolu,Test de Stabilité de Ligne
130669,7/9/2025,Biskra,Site web,demande d'assistance: bruit important sur la ligne téléphonique.,Facturation,Neutre,élevée,En cours,Explication Détails Facture
130670,7/2/2024,Msila,Agence commerciale,abonné rapporte demande d'information sur l'offre et le contrat.,Télévision,Positif,Basse,En cours,Stabilisation Bande Passante
130671,19/8/2024,Saïda,Centre d'appel,abonné rapporte demande d'information sur l'offre et le contrat.,Installation,Négatif,Basse,Résolu,Confirmation Date RDV
130672,23/6/2025,Oran,Centre d'appel,abonné rapporte installation non réalisée dans les délais.,Internet lent,Positif,Moyenne,Nouveau,Optimisation Wifi à Distance
130673,30/11/2024,Chlef,Agence commerciale,réclamation: image figée sur certaines chaines.,Installation,Neutre,Basse,En cours,Confirmation Date RDV
130674,18/6/2025,Alger,Centre d'appel,demande d'assistance: demande d'information sur l'offre et le contrat.,Installation,Négatif,Moyenne,Nouveau,Confirmation Date RDV
130675,1/10/2025,Alger,Agence commerciale,incident: coupure de service depuis ce matin.,Télévision,Négatif,Basse,Résolu,Reconfiguration Décodeur
130676,28/2/2025,Blida,Agence commerciale,réclamation: demande d'information sur l'offre et le contrat.,Coupure de ligne,Négatif,Moyenne,En cours,Vérification Boitier Extérieur
130677,25/6/2025,Adrar,Agence commerciale,incident: bruit important sur la ligne téléphonique.,Assistance,Négatif,Basse,En cours,Envoi Guide PDF/SMS
130678,9/5/2024,Adrar,Site web,"incident: montant facturé incorrectement, demande régularisation.",Facturation,Neutre,Basse,En cours,Audit Facturation & Geste Commercial
130679,28/5/2024,Boumerdès,Centre d'appel,incident: image figée sur certaines chaines.,Télévision,Négatif,Moyenne,Nouveau,Stabilisation Bande Passante
130680,14/1/2025,Annaba,Agence commerciale,abonné rapporte installation non réalisée dans les délais.,Facturation,Neutre,Moyenne,Escaladé,Explication Détails Facture
130681,2/3/2024,Sétif,Centre d'appel,réclamation: modem ne se synchronise pas.,Coupure de ligne,Neutre,élevée,Résolu,Intervention Technique Prioritaire
130682,21/11/2024,Béjaïa,Centre d'appel,réclamation: demande d'information sur l'offre et le contrat.,Coupure de ligne,Neutre,Moyenne,En cours,Vérification Boitier Extérieur
130683,22/8/2025,Sidi Bel Abbès,Site web,réclamation: bruit important sur la ligne téléphonique.,Configuration,Négatif,Moyenne,En cours,Envoi Guide PDF/SMS
130684,12/6/2024,Sétif,Email,réclamation: image figée sur certaines chaines.,Résiliation,Neutre,Basse,Résolu,Traitement Niveau 1
130685,20/4/2024,Msila,Centre d'appel,client signale débit très faible en soirée.,Coupure de ligne,Neutre,Basse,En cours,Vérification Boitier Extérieur
130686,16/1/2024,Adrar,Centre d'appel,demande d'assistance: image figée sur certaines chaines.,Installation,Neutre,Moyenne,Nouveau,Confirmation Date RDV
130687,3/10/2025,Béjaïa,Centre d'appel,incident: bruit important sur la ligne téléphonique.,Internet lent,Négatif,Moyenne,Résolu,Optimisation Wifi à Distance
130688,2/2/2025,Béjaïa,Centre d'appel,"demande d'assistance: problème lors de la résiliation, facturation continue.",Problème matériel,Neutre,Moyenne,Résolu,Reconfiguration Décodeur
130689,16/4/2025,Jijel,Site web,réclamation: image figée sur certaines chaines.,Coupure de ligne,Négatif,Moyenne,Nouveau,Vérification Boitier Extérieur
130690,17/8/2024,Constantine,Centre d'appel,réclamation: image figée sur certaines chaines.,Coupure de ligne,Négatif,Critique,En cours,Escalade Manager & Suivi
130691,1/4/2024,Sétif,Application mobile,réclamation: coupure de service depuis ce matin.,Coupure de ligne,Négatif,Moyenne,Nouveau,Vérification Boitier Extérieur
130692,12/12/2024,Chlef,Site web,abonné rapporte bruit important sur la ligne téléphonique.,Télévision,Négatif,Basse,En cours,Reconfiguration Décodeur
130693,17/10/2025,Biskra,Agence commerciale,"incident: problème lors de la résiliation, facturation continue.",Résiliation,Négatif,Moyenne,En cours,Traitement Niveau 1
130694,2/6/2025,Constantine,Application mobile,"demande d'assistance: problème lors de la résiliation, facturation continue.",Assistance,Neutre,élevée,Résolu,Traitement Niveau 1
130695,1/1/2025,Jijel,Email,abonné rapporte débit très faible en soirée.,Coupure de ligne,Neutre,Basse,Nouveau,Vérification Boitier Extérieur
130696,16/1/2024,Ouargla,Centre d'appel,demande d'assistance: erreur d'authentification lors de la connexion.,Facturation,Neutre,Moyenne,Nouveau,Audit Facturation & Geste Commercial
130697,18/11/2024,El Oued,Site web,demande d'assistance: débit très faible en soirée.,Internet lent,Neutre,Basse,Nouveau,Proposition Upgrade Offre
130698,26/1/2025,Tlemcen,Centre d'appel,"abonné rapporte montant facturé incorrectement, demande régularisation.",Résiliation,Négatif,Basse,Nouveau,Traitement Niveau 1
130699,6/11/2024,Médéa,Agence commerciale,"client signale montant facturé incorrectement, demande régularisation.",Installation,Négatif,Basse,Nouveau,Confirmation Date RDV
130700,29/10/2024,Laghouat,Agence commerciale,incident: débit très faible en soirée.,Coupure de ligne,Neutre,Moyenne,Résolu,Vérification Boitier Extérieur
130701,21/12/2024,Adrar,Centre d'appel,"demande d'assistance: problème lors de la résiliation, facturation continue.",Problème matériel,Négatif,Basse,En cours,Traitement Niveau 1
130702,19/5/2025,Relizane,Email,incident: installation non réalisée dans les délais.,Problème matériel,Neutre,Basse,Nouveau,Traitement Niveau 1
130703,30/7/2025,Biskra,Centre d'appel,"abonné rapporte montant facturé incorrectement, demande régularisation.",Internet lent,Négatif,Basse,Résolu,Test de Stabilité de Ligne
130704,2/10/2024,Blida,Application mobile,demande d'assistance: débit très faible en soirée.,Internet lent,Neutre,Moyenne,Clôturé,Proposition Upgrade Offre
130705,29/9/2025,El Oued,Application mobile,réclamation: modem ne se synchronise pas.,Coupure de ligne,Négatif,Basse,Résolu,Vérification Boitier Extérieur
130706,5/8/2024,Boumerdès,Centre d'appel,abonné rapporte image figée sur certaines chaines.,Coupure de ligne,Neutre,Basse,Escaladé,Vérification Boitier Extérieur
130707,22/5/2024,Jijel,Agence commerciale,réclamation: image figée sur certaines chaines.,Configuration,Négatif,Moyenne,En cours,Traitement Niveau 1
130708,19/5/2025,Saïda,Centre d'appel,"réclamation: problème lors de la résiliation, facturation continue.",Installation,Neutre,Critique,En cours,Accélération Mise en Service
130709,4/6/2024,Sétif,Site web,réclamation: coupure de service depuis ce matin.,Coupure de ligne,Négatif,élevée,Résolu,Escalade Manager & Suivi
130710,7/2/2025,Saïda,Application mobile,incident: installation non réalisée dans les délais.,Coupure de ligne,Neutre,Basse,Résolu,Vérification Boitier Extérieur
130711,21/5/2025,Ouargla,Centre d'appel,"abonné rapporte problème lors de la résiliation, facturation continue.",Installation,Neutre,Basse,Résolu,Confirmation Date RDV
130712,27/12/2024,Biskra,Site web,"abonné rapporte problème lors de la résiliation, facturation continue.",Coupure de ligne,Neutre,Moyenne,En cours,Vérification Boitier Extérieur
130713,3/3/2025,Sidi Bel Abbès,Centre d'appel,incident: image figée sur certaines chaines.,Coupure de ligne,Négatif,Moyenne,En cours,Vérification Boitier Extérieur
130714,19/1/2025,Oran,Application mobile,demande d'assistance: demande d'information sur l'offre et le contrat.,Résiliation,Négatif,Moyenne,Résolu,Traitement Niveau 1
130715,9/11/2024,Adrar,Centre d'appel,incident: bruit important sur la ligne téléphonique.,Internet lent,Négatif,Moyenne,Nouveau,Optimisation Wifi à Distance
130716,1/4/2025,Tiaret,Application mobile,client signale coupure de service depuis ce matin.,Télévision,Négatif,Basse,En cours,Reconfiguration Décodeur
130717,26/7/2025,Constantine,Centre d'appel,réclamation: demande d'information sur l'offre et le contrat.,Internet lent,Neutre,élevée,En cours,Optimisation Wifi à Distance
130718,27/7/2024,Béjaïa,Email,réclamation: coupure de service depuis ce matin.,Résiliation,Neutre,élevée,En cours,Traitement Niveau 1
130719,17/6/2025,Batna,Centre d'appel,demande d'assistance: bruit important sur la ligne téléphonique.,Coupure de ligne,Négatif,Basse,En cours,Vérification Boitier Extérieur
130720,4/2/2024,Tizi Ouzou,Agence commerciale,demande d'assistance: bruit important sur la ligne téléphonique.,Internet lent,Négatif,Moyenne,Nouveau,Optimisation Wifi à Distance
130721,2/8/2024,El Oued,Application mobile,réclamation: erreur d'authentification lors de la connexion.,Internet lent,Négatif,Critique,En cours,Escalade Manager & Suivi
130722,7/10/2024,Tizi Ouzou,Centre d'appel,incident: demande d'information sur l'offre et le contrat.,Facturation,Négatif,Basse,Résolu,Explication Détails Facture
130723,11/1/2024,Boumerdès,Site web,réclamation: bruit important sur la ligne téléphonique.,Internet lent,Neutre,Moyenne,Nouveau,Test de Stabilité de Ligne
130724,15/5/2024,Laghouat,Centre d'appel,"abonné rapporte montant facturé incorrectement, demande régularisation.",Facturation,Négatif,Basse,En cours,Audit Facturation & Geste Commercial
130725,18/9/2025,Sétif,Centre d'appel,demande d'assistance: erreur d'authentification lors de la connexion.,Coupure de ligne,Positif,Moyenne,Résolu,Vérification Boitier Extérieur
130726,6/3/2025,Relizane,Centre d'appel,incident: bruit important sur la ligne téléphonique.,Résiliation,Neutre,élevée,Nouveau,Traitement Niveau 1
130727,28/8/2025,Jijel,Centre d'appel,abonné rapporte modem ne se synchronise pas.,Coupure de ligne,Positif,Moyenne,Nouveau,Vérification Boitier Extérieur
130728,2/8/2025,Ghardaïa,Centre d'appel,client signale installation non réalisée dans les délais.,Installation,Positif,Moyenne,En cours,Confirmation Date RDV
130729,5/10/2024,Skikda,Site web,réclamation: demande d'information sur l'offre et le contrat.,Facturation,Neutre,Moyenne,En cours,Explication Détails Facture
130730,13/3/2025,Ouargla,Email,incident: modem ne se synchronise pas.,Coupure de ligne,Négatif,Moyenne,Résolu,Vérification Boitier Extérieur
130731,8/3/2025,Médéa,Agence commerciale,demande d'assistance: installation non réalisée dans les délais.,Facturation,Positif,Moyenne,Résolu,Explication Détails Facture
130732,20/3/2024,Laghouat,Centre d'appel,"réclamation: problème lors de la résiliation, facturation continue.",Installation,Négatif,Moyenne,Nouveau,Confirmation Date RDV
130733,31/3/2025,Ouargla,Centre d'appel,"abonné rapporte problème lors de la résiliation, facturation continue.",Télévision,Négatif,Basse,Résolu,Reconfiguration Décodeur
130734,11/6/2024,Laghouat,Centre d'appel,"abonné rapporte montant facturé incorrectement, demande régularisation.",Résiliation,Positif,Moyenne,Résolu,Traitement Niveau 1
130735,17/4/2024,Tizi Ouzou,Site web,réclamation: image figée sur certaines chaines.,Télévision,Neutre,Basse,En cours,Stabilisation Bande Passante
130736,15/1/2024,Msila,Centre d'appel,client signale installation non réalisée dans les délais.,Coupure de ligne,Négatif,Basse,Nouveau,Vérification Boitier Extérieur
130737,22/9/2024,Oran,Email,incident: débit très faible en soirée.,Télévision,Neutre,Moyenne,Nouveau,Reconfiguration Décodeur
130738,31/1/2024,Tizi Ouzou,Email,demande d'assistance: coupure de service depuis ce matin.,Facturation,Neutre,Basse,Résolu,Explication Détails Facture
130739,16/7/2024,Constantine,Site web,demande d'assistance: erreur d'authentification lors de la connexion.,Internet lent,Négatif,Moyenne,Résolu,Test de Stabilité de Ligne
130740,3/2/2024,Laghouat,Centre d'appel,"abonné rapporte problème lors de la résiliation, facturation continue.",Facturation,Neutre,Basse,Nouveau,Explication Détails Facture
130741,25/2/2024,Biskra,Email,incident: débit très faible en soirée.,Télévision,Négatif,Basse,Résolu,Reconfiguration Décodeur
130742,9/8/2024,Ouargla,Agence commerciale,réclamation: coupure de service depuis ce matin.,Facturation,Neutre,Basse,En cours,Explication Détails Facture
130743,7/7/2025,Médéa,Agence commerciale,incident: erreur d'authentification lors de la connexion.,Problème matériel,Positif,Moyenne,Résolu,Traitement Niveau 1
130744,2/3/2024,Laghouat,Centre d'appel,client signale erreur d'authentification lors de la connexion.,Installation,Neutre,élevée,Escaladé,Accélération Mise en Service
130745,11/2/2024,Chlef,Site web,demande d'assistance: coupure de service depuis ce matin.,Internet lent,Négatif,Basse,Résolu,Test de Stabilité de Ligne
130746,25/4/2025,Batna,Application mobile,client signale coupure de service depuis ce matin.,Coupure de ligne,Positif,Basse,Nouveau,Vérification Boitier Extérieur
130747,11/12/2024,Alger,Email,incident: erreur d'authentification lors de la connexion.,Coupure de ligne,Positif,Basse,En cours,Vérification Boitier Extérieur
130748,19/6/2024,Ghardaïa,Centre d'appel,incident: installation non réalisée dans les délais.,Coupure de ligne,Neutre,Basse,Résolu,Vérification Boitier Extérieur
130749,12/7/2025,Sidi Bel Abbès,Centre d'appel,"incident: montant facturé incorrectement, demande régularisation.",Configuration,Positif,Basse,En cours,Envoi Guide PDF/SMS
130750,25/1/2025,Tizi Ouzou,Application mobile,demande d'assistance: installation non réalisée dans les délais.,Internet lent,Négatif,Basse,Nouveau,Optimisation Wifi à Distance
130751,27/6/2025,El Oued,Centre d'appel,demande d'assistance: installation non réalisée dans les délais.,Facturation,Négatif,Moyenne,Résolu,Explication Détails Facture
130752,29/9/2024,Sidi Bel Abbès,Centre d'appel,demande d'assistance: installation non réalisée dans les délais.,Facturation,Négatif,Basse,Nouveau,Explication Détails Facture
130753,27/1/2025,Ouargla,Centre d'appel,demande d'assistance: image figée sur certaines chaines.,Internet lent,Négatif,Basse,En cours,Optimisation Wifi à Distance
130754,15/3/2025,Tiaret,Centre d'appel,incident: erreur d'authentification lors de la connexion.,Coupure de ligne,Négatif,Moyenne,Résolu,Vérification Boitier Extérieur
130755,23/10/2024,Tiaret,Application mobile,abonné rapporte image figée sur certaines chaines.,Coupure de ligne,Négatif,Basse,Nouveau,Vérification Boitier Extérieur
130756,4/2/2024,El Oued,Centre d'appel,client signale erreur d'authentification lors de la connexion.,Installation,Neutre,Basse,Résolu,Confirmation Date RDV
130757,19/6/2024,Laghouat,Centre d'appel,incident: modem ne se synchronise pas.,Internet lent,Négatif,Moyenne,Nouveau,Optimisation Wifi à Distance
130758,1/10/2024,El Oued,Centre d'appel,"réclamation: problème lors de la résiliation, facturation continue.",Coupure de ligne,Neutre,Basse,En cours,Vérification Boitier Extérieur
130759,5/2/2024,Batna,Centre d'appel,client signale erreur d'authentification lors de la connexion.,Coupure de ligne,Neutre,Basse,En cours,Vérification Boitier Extérieur
130760,6/10/2025,Skikda,Agence commerciale,demande d'assistance: débit très faible en soirée.,Assistance,Négatif,Basse,En cours,Envoi Guide PDF/SMS
130761,10/4/2025,Saïda,Centre d'appel,abonné rapporte débit très faible en soirée.,Assistance,Négatif,élevée,Résolu,Envoi Guide PDF/SMS
130762,7/7/2024,Mostaganem,Centre d'appel,demande d'assistance: coupure de service depuis ce matin.,Facturation,Positif,Basse,En cours,Explication Détails Facture
130763,7/8/2025,Tizi Ouzou,Email,incident: débit très faible en soirée.,Coupure de ligne,Négatif,élevée,Résolu,Intervention Technique Prioritaire
130764,15/7/2025,Tlemcen,Email,réclamation: débit très faible en soirée.,Coupure de ligne,Neutre,élevée,Résolu,Intervention Technique Prioritaire
130765,2/4/2024,Blida,Agence commerciale,client signale bruit important sur la ligne téléphonique.,Télévision,Neutre,Basse,En cours,Reconfiguration Décodeur
130766,30/3/2025,Msila,Site web,incident: coupure de service depuis ce matin.,Coupure de ligne,Négatif,Critique,Résolu,Escalade Manager & Suivi
130767,6/10/2025,Msila,Site web,client signale demande d'information sur l'offre et le contrat.,Coupure de ligne,Négatif,Moyenne,En cours,Vérification Boitier Extérieur
130768,13/8/2025,Ouargla,Agence commerciale,demande d'assistance: installation non réalisée dans les délais.,Installation,Positif,Basse,Résolu,Confirmation Date RDV
130769,22/6/2025,Skikda,Site web,incident: bruit important sur la ligne téléphonique.,Coupure de ligne,Négatif,Moyenne,En cours,Vérification Boitier Extérieur
130770,2/2/2025,Jijel,Centre d'appel,"incident: problème lors de la résiliation, facturation continue.",Coupure de ligne,Positif,élevée,En cours,Intervention Technique Prioritaire
130771,16/8/2025,Béjaïa,Email,demande d'assistance: demande d'information sur l'offre et le contrat.,Coupure de ligne,Neutre,Basse,Nouveau,Vérification Boitier Extérieur
130772,28/9/2024,Tiaret,Agence commerciale,client signale modem ne se synchronise pas.,Télévision,Négatif,Moyenne,Nouveau,Reconfiguration Décodeur
130773,17/9/2025,Médéa,Agence commerciale,abonné rapporte installation non réalisée dans les délais.,Facturation,Négatif,Moyenne,En cours,Explication Détails Facture
130774,19/9/2024,Skikda,Site web,client signale installation non réalisée dans les délais.,Télévision,Neutre,élevée,Nouveau,Reconfiguration Décodeur
130775,11/6/2025,Tiaret,Application mobile,incident: débit très faible en soirée.,Internet lent,Négatif,Moyenne,Résolu,Proposition Upgrade Offre
130776,26/9/2025,Tiaret,Centre d'appel,client signale modem ne se synchronise pas.,Problème matériel,Négatif,Basse,En cours,Traitement Niveau 1
130777,18/3/2024,Béjaïa,Site web,demande d'assistance: débit très faible en soirée.,Internet lent,Négatif,élevée,Résolu,Proposition Upgrade Offre
130778,22/10/2024,Chlef,Site web,abonné rapporte coupure de service depuis ce matin.,Télévision,Neutre,Basse,Nouveau,Reconfiguration Décodeur
130779,14/11/2024,Jijel,Centre d'appel,"réclamation: problème lors de la résiliation, facturation continue.",Internet lent,Négatif,Basse,Clôturé,Test de Stabilité de Ligne
130780,7/9/2024,Annaba,Centre d'appel,réclamation: modem ne se synchronise pas.,Problème matériel,Neutre,Moyenne,Escaladé,Traitement Niveau 1
130781,16/2/2024,Skikda,Centre d'appel,abonné rapporte modem ne se synchronise pas.,Résiliation,Négatif,Basse,Résolu,Traitement Niveau 1
130782,16/6/2025,Ghardaïa,Application mobile,client signale image figée sur certaines chaines.,Coupure de ligne,Neutre,Basse,En cours,Vérification Boitier Extérieur
130783,9/10/2025,Saïda,Site web,client signale débit très faible en soirée.,Internet lent,Neutre,Moyenne,En cours,Proposition Upgrade Offre
130784,19/10/2024,Tizi Ouzou,Application mobile,"incident: problème lors de la résiliation, facturation continue.",Internet lent,Négatif,Moyenne,Nouveau,Test de Stabilité de Ligne
130785,19/6/2025,Tiaret,Application mobile,client signale erreur d'authentification lors de la connexion.,Coupure de ligne,Négatif,élevée,Clôturé,Intervention Technique Prioritaire
130786,23/4/2025,Ouargla,Application mobile,réclamation: coupure de service depuis ce matin.,Coupure de ligne,Positif,Moyenne,Nouveau,Vérification Boitier Extérieur
130787,16/6/2025,Batna,Application mobile,réclamation: bruit important sur la ligne téléphonique.,Internet lent,Négatif,Basse,Escaladé,Optimisation Wifi à Distance
130788,7/6/2025,Chlef,Email,réclamation: coupure de service depuis ce matin.,Internet lent,Neutre,Basse,Résolu,Test de Stabilité de Ligne
130789,24/9/2025,Batna,Site web,réclamation: image figée sur certaines chaines.,Installation,Négatif,Moyenne,En cours,Confirmation Date RDV
130790,14/11/2024,Saïda,Agence commerciale,"abonné rapporte problème lors de la résiliation, facturation continue.",Coupure de ligne,Négatif,Basse,En cours,Vérification Boitier Extérieur
130791,8/12/2024,Mostaganem,Agence commerciale,abonné rapporte image figée sur certaines chaines.,Télévision,Neutre,Moyenne,Résolu,Stabilisation Bande Passante
130792,22/7/2024,Laghouat,Agence commerciale,demande d'assistance: installation non réalisée dans les délais.,Problème matériel,Négatif,Basse,Résolu,Traitement Niveau 1
130793,15/7/2024,Constantine,Application mobile,"réclamation: montant facturé incorrectement, demande régularisation.",Facturation,Neutre,Moyenne,En cours,Audit Facturation & Geste Commercial
130794,24/7/2025,Boumerdès,Centre d'appel,demande d'assistance: coupure de service depuis ce matin.,Télévision,Neutre,Moyenne,Résolu,Reconfiguration Décodeur
130795,6/5/2025,Msila,Centre d'appel,incident: coupure de service depuis ce matin.,Coupure de ligne,Négatif,Moyenne,En cours,Vérification Boitier Extérieur
130796,28/4/2024,Alger,Centre d'appel,demande d'assistance: bruit important sur la ligne téléphonique.,Installation,Positif,Moyenne,Escaladé,Confirmation Date RDV
130797,13/6/2025,Sétif,Application mobile,client signale coupure de service depuis ce matin.,Autre,Neutre,Basse,En cours,Traitement Niveau 1
130798,16/9/2025,Tizi Ouzou,Site web,client signale débit très faible en soirée.,Problème matériel,Négatif,Moyenne,En cours,Traitement Niveau 1
130799,10/7/2025,Chlef,Agence commerciale,"réclamation: montant facturé incorrectement, demande régularisation.",Installation,Négatif,Basse,Escaladé,Confirmation Date RDV
130800,1/3/2025,Sidi Bel Abbès,Email,client signale bruit important sur la ligne téléphonique.,Configuration,Négatif,Basse,Nouveau,Traitement Niveau 1
130801,15/10/2025,Tlemcen,Centre d'appel,"demande d'assistance: montant facturé incorrectement, demande régularisation.",Internet lent,Négatif,Basse,En cours,Optimisation Wifi à Distance
130802,10/10/2025,Alger,Agence commerciale,client signale demande d'information sur l'offre et le contrat.,Coupure de ligne,Négatif,Moyenne,En cours,Vérification Boitier Extérieur
130803,20/7/2024,Boumerdès,Centre d'appel,demande d'assistance: installation non réalisée dans les délais.,Coupure de ligne,Négatif,Basse,En cours,Vérification Boitier Extérieur
130804,6/8/2024,Annaba,Centre d'appel,"abonné rapporte montant facturé incorrectement, demande régularisation.",Installation,Positif,Moyenne,Résolu,Confirmation Date RDV
130805,22/9/2024,Chlef,Centre d'appel,abonné rapporte modem ne se synchronise pas.,Facturation,Négatif,Moyenne,Résolu,Explication Détails Facture
130806,4/5/2024,Constantine,Site web,demande d'assistance: installation non réalisée dans les délais.,Assistance,Négatif,Moyenne,Résolu,Traitement Niveau 1
130807,27/10/2024,Relizane,Centre d'appel,abonné rapporte demande d'information sur l'offre et le contrat.,Coupure de ligne,Neutre,élevée,Nouveau,Intervention Technique Prioritaire
130808,1/10/2025,Chlef,Centre d'appel,demande d'assistance: erreur d'authentification lors de la connexion.,Autre,Négatif,Basse,Résolu,Traitement Niveau 1
130809,27/5/2025,Sétif,Site web,réclamation: bruit important sur la ligne téléphonique.,Internet lent,Négatif,Moyenne,Résolu,Test de Stabilité de Ligne
130810,1/8/2024,Tizi Ouzou,Site web,demande d'assistance: demande d'information sur l'offre et le contrat.,Configuration,Neutre,Basse,En cours,Envoi Guide PDF/SMS
130811,6/8/2025,Batna,Centre d'appel,incident: débit très faible en soirée.,Installation,Négatif,Moyenne,Résolu,Confirmation Date RDV
130812,19/8/2025,Skikda,Application mobile,"abonné rapporte montant facturé incorrectement, demande régularisation.",Assistance,Négatif,élevée,Résolu,Traitement Niveau 1
130813,16/5/2025,Chlef,Centre d'appel,incident: demande d'information sur l'offre et le contrat.,Coupure de ligne,Neutre,Basse,Résolu,Vérification Boitier Extérieur
130814,12/4/2025,Blida,Agence commerciale,incident: débit très faible en soirée.,Coupure de ligne,Neutre,Moyenne,Nouveau,Vérification Boitier Extérieur
130815,16/9/2025,Ouargla,Agence commerciale,demande d'assistance: installation non réalisée dans les délais.,Assistance,Neutre,Moyenne,Résolu,Envoi Guide PDF/SMS
130816,22/9/2024,Sétif,Centre d'appel,"abonné rapporte montant facturé incorrectement, demande régularisation.",Internet lent,Positif,Moyenne,Nouveau,Optimisation Wifi à Distance
130817,11/3/2024,Constantine,Centre d'appel,réclamation: demande d'information sur l'offre et le contrat.,Internet lent,Négatif,Moyenne,Résolu,Test de Stabilité de Ligne
130818,28/1/2024,Béjaïa,Agence commerciale,réclamation: débit très faible en soirée.,Télévision,Négatif,élevée,Nouveau,Reconfiguration Décodeur
130819,7/9/2024,Adrar,Application mobile,"demande d'assistance: problème lors de la résiliation, facturation continue.",Résiliation,Positif,Basse,Nouveau,Traitement Niveau 1
130820,14/3/2025,El Oued,Centre d'appel,client signale installation non réalisée dans les délais.,Problème matériel,Négatif,Moyenne,Escaladé,Traitement Niveau 1
130821,28/6/2025,Relizane,Site web,incident: erreur d'authentification lors de la connexion.,Facturation,Négatif,élevée,Résolu,Audit Facturation & Geste Commercial
130822,14/12/2024,Mostaganem,Agence commerciale,"abonné rapporte problème lors de la résiliation, facturation continue.",Internet lent,Négatif,élevée,Nouveau,Optimisation Wifi à Distance
